,car_name,brand,model,Age_of_vehicle,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
12045,Maruti Swift Dzire,Maruti,Swift Dzire,8,75251.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,4.9,8.329472891566265
12047,Mahindra Thar,Mahindra,Thar,11,18053.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,7.0,4.36,15.835
12048,Hyundai i20,Hyundai,i20,8,60000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,4.22,11.17
12049,Maruti Wagon R,Maruti,Wagon R,5,3944.0,Trustmark Dealer,Petrol,Automatic,20.51,998.0,67.0,5.0,4.85,6.135
12051,Mahindra XUV500,Mahindra,XUV500,8,68000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,9.5,19.91
12053,Honda City,Honda,City,7,61225.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.9,16.17
12055,Hyundai Grand,Hyundai,Grand,9,54000.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,3.45,7.071195054945055
12057,Maruti Swift Dzire,Maruti,Swift Dzire,8,40000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,5.0,8.24
12058,Maruti Wagon R,Maruti,Wagon R,9,42290.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.1,6.185586145648313
12059,Honda Amaze,Honda,Amaze,6,45000.0,Dealer,Petrol,Automatic,15.5,1198.0,86.7,5.0,5.25,8.47
12060,Maruti Swift,Maruti,Swift,9,56000.0,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,4.01,7.746715686274511
12061,Honda City,Honda,City,7,48000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,5.99,15.245
12062,Hyundai i20,Hyundai,i20,8,42101.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.8,10.72
12065,Toyota Innova,Toyota,Innova,6,53400.0,Dealer,Petrol,Manual,11.25,2694.0,163.7,7.0,14.27,23.355
12066,Hyundai Grand,Hyundai,Grand,9,55000.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,3.75,7.071195054945055
12067,Hyundai Verna,Hyundai,Verna,5,40000.0,Dealer,Petrol,Automatic,17.0,1591.0,121.3,5.0,10.75,13.53
12070,Toyota Glanza,Toyota,Glanza,4,10000.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,8.35,9.38
12071,Honda City,Honda,City,6,48000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,8.9,14.74
12075,Hyundai i20,Hyundai,i20,8,68237.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.9,10.72
12076,Maruti Alto,Maruti,Alto,5,57199.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,3.78,4.112027027027027
12077,Maruti Baleno,Maruti,Baleno,6,33000.0,Dealer,Petrol,Automatic,19.56,1197.0,81.8,5.0,6.9,8.55
12078,Maruti Swift,Maruti,Swift,4,6500.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,4.8,7.51
12080,Hyundai i20,Hyundai,i20,6,100000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,5.8,10.72
12081,Maruti Baleno,Maruti,Baleno,7,58354.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.5,8.69356846473029
12083,Maruti Vitara,Maruti,Vitara,6,68200.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.5,10.815
12085,Hyundai Grand,Hyundai,Grand,9,56000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,3.25,7.071195054945055
12086,Honda Amaze,Honda,Amaze,8,36000.0,Dealer,Petrol,Manual,18.0,1198.0,86.7,5.0,3.95,8.47
12090,Toyota Innova,Toyota,Innova,9,52000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,7.0,9.25,24.861428571428572
12091,Maruti Wagon R,Maruti,Wagon R,4,19022.0,Dealer,CNG,Manual,33.54,998.0,67.04,5.0,4.7,6.025
12092,Maruti Wagon R,Maruti,Wagon R,16,90000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,0.9,6.185586145648313
12093,Maruti Wagon R,Maruti,Wagon R,14,60000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,1.5,5.95
12094,Honda Civic,Honda,Civic,14,62000.0,Dealer,Petrol,Manual,13.5,1799.0,130.0,5.0,2.35,22.735
12096,Maruti Wagon R,Maruti,Wagon R,8,48000.0,Dealer,Petrol,Automatic,20.51,998.0,67.0,5.0,3.8,5.95
12097,Toyota Innova,Toyota,Innova,10,81000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8.0,6.45,24.861428571428572
12099,Renault Duster,Renault,Duster,8,60000.0,Dealer,Diesel,Manual,19.87,1461.0,84.0,5.0,5.0,14.16888888888889
12101,Maruti Ciaz,Maruti,Ciaz,8,62000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.37,11.595719424460432
12103,Ford Ecosport,Ford,Ecosport,9,104643.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.38,11.965
12104,Tata Tigor,Tata,Tigor,5,30000.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,4.95,7.77
12105,Maruti Wagon R,Maruti,Wagon R,4,8873.0,Trustmark Dealer,Petrol,Automatic,21.5,1197.0,81.8,5.0,5.4,6.135
12106,Mahindra XUV500,Mahindra,XUV500,5,17000.0,Dealer,Diesel,Automatic,16.0,1997.0,140.0,7.0,12.9,19.91
12107,Hyundai i20,Hyundai,i20,10,48000.0,Dealer,Diesel,Manual,21.9,1396.0,88.8,5.0,3.49,11.415
12108,Mahindra Bolero,Mahindra,Bolero,6,32000.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,6.85,9.665
12110,Renault Duster,Renault,Duster,10,65000.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,3.9,14.16888888888889
12111,Maruti Ertiga,Maruti,Ertiga,10,57001.0,Dealer,Diesel,Manual,20.77,1248.0,88.76,7.0,4.49,10.45789156626506
12112,Toyota Innova,Toyota,Innova,8,25000.0,Dealer,Diesel,Manual,12.99,2494.0,100.57,7.0,3.0,24.861428571428572
12113,Honda City,Honda,City,8,41000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,6.5,15.1924613003096
12114,Volkswagen Polo,Volkswagen,Polo,9,28492.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,4.0,9.18
12115,Honda City,Honda,City,7,78000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.15,14.74
12116,Hyundai Creta,Hyundai,Creta,6,34500.0,Individual,Diesel,Automatic,17.6,1582.0,126.2,5.0,11.55,16.48
12117,Honda WR-V,Honda,WR-V,6,34000.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,7.5,10.255
12118,Hyundai i20,Hyundai,i20,6,80000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,6.25,10.725
12119,Hyundai i10,Hyundai,i10,15,75000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,1.45,7.138266666666667
12120,Maruti Swift,Maruti,Swift,9,112795.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,3.34,7.746715686274511
12122,Maruti Swift,Maruti,Swift,7,47000.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,4.4,7.746715686274511
12124,Hyundai i20,Hyundai,i20,10,58000.0,Dealer,Diesel,Manual,21.9,1396.0,90.0,5.0,2.95,11.415
12125,Maruti Wagon R,Maruti,Wagon R,10,58000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.2,6.135
12127,Maruti Vitara,Maruti,Vitara,6,52000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.1,10.815
12128,Hyundai Verna,Hyundai,Verna,9,71000.0,Dealer,Diesel,Manual,22.32,1582.0,126.32,5.0,4.95,15.36
12129,Ford Ecosport,Ford,Ecosport,4,18000.0,Dealer,Petrol,Manual,15.9,1496.0,120.69,5.0,9.9,11.16
12131,Hyundai Creta,Hyundai,Creta,7,36000.0,Dealer,Petrol,Manual,13.0,1591.0,121.3,5.0,8.9,16.085
12132,Maruti Ciaz,Maruti,Ciaz,7,72000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.95,11.595719424460432
12133,Honda Amaze,Honda,Amaze,8,66000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.88,10.07
12134,Hyundai i10,Hyundai,i10,14,92000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,1.6,7.138266666666667
12138,Hyundai i20,Hyundai,i20,6,28810.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.5,10.72
12139,Hyundai Creta,Hyundai,Creta,7,33000.0,Dealer,Petrol,Manual,15.8,1591.0,121.3,5.0,9.0,16.085
12140,Hyundai Grand,Hyundai,Grand,6,42000.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,4.95,7.071195054945055
12141,Honda City,Honda,City,13,80000.0,Individual,Petrol,Manual,17.0,1497.0,118.0,5.0,2.8,14.74
12142,Maruti Swift Dzire,Maruti,Swift Dzire,11,80000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,3.0,8.329472891566265
12143,Maruti Swift Dzire,Maruti,Swift Dzire,14,58000.0,Dealer,Petrol,Manual,17.5,1298.0,85.8,5.0,2.2,8.39
12145,Maruti Swift,Maruti,Swift,9,29052.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,3.85,7.51
12146,Maruti Baleno,Maruti,Baleno,6,38000.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,6.15,8.475
12147,Volkswagen Polo,Volkswagen,Polo,7,62000.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,3.9,9.283830409356725
12148,Hyundai Grand,Hyundai,Grand,6,25000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,4.95,6.525
12149,Maruti Ciaz,Maruti,Ciaz,4,9000.0,Dealer,Diesel,Manual,26.32,1498.0,93.87,5.0,9.25,11.595719424460432
12150,Hyundai Verna,Hyundai,Verna,8,80000.0,Individual,Diesel,Automatic,19.08,1582.0,126.2,5.0,6.5,15.36
12151,Ford Ecosport,Ford,Ecosport,8,58000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,5.25,11.965
12152,Honda Jazz,Honda,Jazz,7,26000.0,Individual,Petrol,Manual,18.7,1199.0,88.7,5.0,5.0,9.735
12153,Honda City,Honda,City,11,47000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,4.2,14.74
12154,Maruti Wagon R,Maruti,Wagon R,12,41000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,2.1,6.185586145648313
12156,Maruti Wagon R,Maruti,Wagon R,9,58000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,3.0,6.135
12157,Maruti Swift,Maruti,Swift,12,30000.0,Individual,Petrol,Manual,16.1,1197.0,85.0,5.0,4.1,7.65
12158,Maruti Swift Dzire,Maruti,Swift Dzire,11,87800.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,2.9,8.329472891566265
12159,Mahindra Scorpio,Mahindra,Scorpio,4,41000.0,Dealer,Diesel,Manual,16.36,2179.0,120.0,7.0,11.75,17.45
12160,Honda City,Honda,City,9,53000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,6.25,14.74
12161,Mahindra Scorpio,Mahindra,Scorpio,10,66000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,9.0,5.0,17.45
12162,Ford Ecosport,Ford,Ecosport,4,40000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,11.0,11.965
12164,Ford Aspire,Ford,Aspire,8,41000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,4.9,9.9
12165,Mahindra XUV500,Mahindra,XUV500,6,18000.0,Dealer,Diesel,Automatic,16.0,1997.0,140.0,7.0,11.75,19.91
12166,Maruti Swift,Maruti,Swift,4,7200.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,6.35,7.51
12167,Hyundai i20,Hyundai,i20,13,57000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,2.25,10.72
12169,Mahindra XUV500,Mahindra,XUV500,8,63000.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,8.1,19.91
12170,Hyundai Grand,Hyundai,Grand,9,28000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,3.65,6.525
12171,Maruti Baleno,Maruti,Baleno,7,31600.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.32,8.55
12172,Tata Nexon,Tata,Nexon,6,90000.0,Individual,Diesel,Manual,21.5,1497.0,108.5,5.0,6.5,12.875
12174,Maruti Vitara,Maruti,Vitara,6,45000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,8.35,10.815
12177,Renault KWID,Renault,KWID,6,30254.0,Trustmark Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,2.65,4.605
12180,Maruti Ertiga,Maruti,Ertiga,6,50000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,7.1,10.45789156626506
12183,Hyundai Verna,Hyundai,Verna,10,52000.0,Dealer,Diesel,Automatic,21.3,1493.0,113.42,5.0,4.45,15.69
12184,Honda City,Honda,City,8,54000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,6.1,14.74
12185,Maruti Ciaz,Maruti,Ciaz,7,43000.0,Dealer,Diesel,Manual,26.21,1248.0,88.5,5.0,5.99,11.595719424460432
12187,Honda City,Honda,City,4,25000.0,Individual,Petrol,Automatic,18.0,1497.0,117.6,5.0,12.07,14.74
12188,Honda City,Honda,City,7,26000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.35,14.74
12190,Maruti Wagon R,Maruti,Wagon R,16,90000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,0.8,6.185586145648313
12192,Hyundai i20,Hyundai,i20,9,110000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.0,10.72
12193,Honda City,Honda,City,12,65962.0,Dealer,Petrol,Manual,16.8,1497.0,116.4,5.0,3.01,14.74
12194,Honda City,Honda,City,7,88000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,6.8,14.74
12195,Hyundai Verna,Hyundai,Verna,11,64100.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,3.5,14.685
12196,Maruti Swift,Maruti,Swift,9,80000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,4.25,7.746715686274511
12197,Renault Duster,Renault,Duster,10,70000.0,Dealer,Diesel,Manual,20.45,1461.0,83.8,5.0,4.2,14.16888888888889
12198,Maruti Ciaz,Maruti,Ciaz,8,49000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.49,11.595719424460432
12199,Maruti Swift Dzire,Maruti,Swift Dzire,11,65000.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,3.35,8.24
12200,Hyundai i20,Hyundai,i20,11,100000.0,Individual,Diesel,Manual,23.0,1396.0,90.0,5.0,3.0,11.415
12201,Hyundai Creta,Hyundai,Creta,5,10000.0,Dealer,Diesel,Manual,22.1,1396.0,88.7,5.0,10.5,16.307285714285715
12202,Maruti Swift,Maruti,Swift,4,20000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,6.75,7.746715686274511
12204,Hyundai i20,Hyundai,i20,12,60000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,2.65,10.24
12205,Honda Civic,Honda,Civic,17,120000.0,Individual,Petrol,Automatic,12.9,1799.0,130.0,5.0,1.5,22.4
12208,Toyota Innova,Toyota,Innova,9,98000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,7.5,24.861428571428572
12211,Maruti Baleno,Maruti,Baleno,7,60000.0,Dealer,Petrol,Automatic,21.4,1197.0,83.1,5.0,6.35,8.55
12213,Honda Amaze,Honda,Amaze,7,40000.0,Dealer,Petrol,Automatic,15.5,1198.0,86.7,5.0,4.74,8.47
12215,Hyundai Venue,Hyundai,Venue,4,31000.0,Dealer,Diesel,Manual,23.7,1396.0,88.7,5.0,10.9,11.92
12216,Maruti Ertiga,Maruti,Ertiga,9,19000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7.0,5.24,10.34
12217,Maruti Celerio,Maruti,Celerio,6,40000.0,Dealer,CNG,Manual,31.79,998.0,58.2,5.0,4.75,6.48
12219,Toyota Innova,Toyota,Innova,10,66758.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,7.5,24.861428571428572
12220,Hyundai Verna,Hyundai,Verna,6,43000.0,Dealer,Petrol,Manual,17.0,1591.0,121.3,5.0,8.8,13.53
12221,Maruti Celerio,Maruti,Celerio,7,2000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,4.66,5.595
12222,Hyundai i20,Hyundai,i20,8,52900.0,Dealer,Diesel,Manual,23.0,1396.0,90.0,5.0,5.3,11.415
12224,Hyundai i20,Hyundai,i20,6,40000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,4.5,10.24
12225,Ford Ecosport,Ford,Ecosport,6,26100.0,Dealer,Diesel,Manual,23.0,1498.0,98.96,5.0,7.0,11.965
12226,Honda Amaze,Honda,Amaze,10,58000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,3.25,10.07
12228,Maruti Vitara,Maruti,Vitara,5,34000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.95,10.815
12229,Maruti Ertiga,Maruti,Ertiga,6,40000.0,Dealer,Petrol,Manual,16.02,1373.0,93.7,7.0,6.75,10.45789156626506
12230,Hyundai i20,Hyundai,i20,6,17805.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,6.6,10.72
12231,Maruti Ciaz,Maruti,Ciaz,7,20000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,6.85,11.595719424460432
12233,Maruti Ciaz,Maruti,Ciaz,6,66577.0,Trustmark Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,7.25,11.465
12235,Maruti Ciaz,Maruti,Ciaz,5,20000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,8.75,11.595719424460432
12236,Maruti Swift Dzire,Maruti,Swift Dzire,5,36787.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,6.5,8.24
12237,Maruti Swift Dzire,Maruti,Swift Dzire,10,35000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,4.0,8.329472891566265
12238,Volkswagen Polo,Volkswagen,Polo,10,61000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,2.78,9.283830409356725
12239,Volkswagen Polo,Volkswagen,Polo,10,56000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,3.55,9.065
12241,Honda Amaze,Honda,Amaze,10,67000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,3.0,10.07
12242,Ford Ecosport,Ford,Ecosport,10,49217.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,4.75,11.68
12244,Maruti Wagon R,Maruti,Wagon R,6,56000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,3.65,6.005
12245,Maruti Vitara,Maruti,Vitara,6,80000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,8.15,10.815
12246,Maruti Baleno,Maruti,Baleno,7,32145.0,Trustmark Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.65,8.475
12247,Toyota Innova,Toyota,Innova,6,65000.0,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,14.3,24.575
12250,Ford Figo,Ford,Figo,10,57642.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,2.5,9.21
12252,Maruti Swift,Maruti,Swift,6,22400.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,4.35,7.51
12253,Maruti Alto,Maruti,Alto,17,124000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,0.85,4.112027027027027
12257,Honda City,Honda,City,7,51000.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,6.7,14.74
12258,Hyundai i20,Hyundai,i20,6,34000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,6.75,11.415
12259,Mahindra Scorpio,Mahindra,Scorpio,11,54000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,7.0,4.3,17.45
12261,Maruti Swift Dzire,Maruti,Swift Dzire,7,39100.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,4.7,8.305
12262,Maruti Alto,Maruti,Alto,3,10326.0,Trustmark Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,3.5,4.112027027027027
12263,Maruti Wagon R,Maruti,Wagon R,5,93000.0,Individual,CNG,Manual,26.6,998.0,58.16,5.0,3.5,6.02
12264,Maruti Baleno,Maruti,Baleno,5,12500.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,5.81,8.69356846473029
12266,Hyundai Creta,Hyundai,Creta,6,9161.0,Trustmark Dealer,Petrol,Automatic,13.0,1591.0,121.3,5.0,11.5,15.54
12268,Hyundai Santro,Hyundai,Santro,5,31286.0,Trustmark Dealer,CNG,Manual,30.48,1086.0,58.0,5.0,5.0,6.77
12269,Hyundai i10,Hyundai,i10,10,15000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,2.89,7.138266666666667
12270,Maruti Vitara,Maruti,Vitara,6,57000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,7.95,10.815
12271,Maruti Alto,Maruti,Alto,14,35000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,1.0,4.112027027027027
12272,Maruti Baleno,Maruti,Baleno,7,49700.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,5.5,8.69356846473029
12273,Maruti Vitara,Maruti,Vitara,5,29000.0,Dealer,Diesel,Automatic,24.3,1248.0,88.5,5.0,8.9,10.815
12275,Maruti Wagon R,Maruti,Wagon R,5,40000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,4.0,6.065
12278,Mahindra Scorpio,Mahindra,Scorpio,6,60000.0,Individual,Diesel,Manual,16.36,2179.0,140.0,7.0,12.5,17.41
12279,Honda City,Honda,City,4,10000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.6,5.0,13.5,14.74
12280,Hyundai Grand,Hyundai,Grand,6,46000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.65,6.525
12281,Renault Duster,Renault,Duster,10,74000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,3.35,14.16888888888889
12282,Honda Amaze,Honda,Amaze,7,51000.0,Dealer,Petrol,Automatic,19.0,1199.0,88.76,5.0,5.75,8.47
12283,Maruti Wagon R,Maruti,Wagon R,9,85000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,3.25,6.135
12284,Maruti Ciaz,Maruti,Ciaz,8,46000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,5.25,11.52
12287,Maruti Wagon R,Maruti,Wagon R,10,52000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,2.7,6.065
12290,Hyundai Elantra,Hyundai,Elantra,10,90000.0,Dealer,Petrol,Manual,16.3,1797.0,147.5,5.0,5.75,21.925
12291,Volkswagen Polo,Volkswagen,Polo,8,90000.0,Individual,Diesel,Manual,20.14,1498.0,88.8,5.0,4.2,9.283830409356725
12293,Maruti Baleno,Maruti,Baleno,4,9500.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,5.85,8.55
12294,Maruti Ciaz,Maruti,Ciaz,7,69000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,6.5,11.595719424460432
12299,Tata Nexon,Tata,Nexon,5,25000.0,Dealer,Petrol,Automatic,17.0,1198.0,108.5,5.0,9.1,11.1
12301,Maruti Ciaz,Maruti,Ciaz,6,28297.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,7.75,11.595719424460432
12302,Hyundai i20,Hyundai,i20,12,57000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,2.59,10.72
12305,Honda City,Honda,City,11,75000.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,4.0,14.305
12306,Hyundai Grand,Hyundai,Grand,8,44004.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,4.0,6.76
12307,Maruti Ciaz,Maruti,Ciaz,8,39085.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,5.25,11.595719424460432
12309,Volkswagen Vento,Volkswagen,Vento,10,71000.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,3.65,13.099999999999998
12311,Hyundai i10,Hyundai,i10,12,66000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,2.1,7.138266666666667
12312,Maruti Swift,Maruti,Swift,8,60000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,3.9,7.746715686274511
12313,Maruti Swift Dzire,Maruti,Swift Dzire,9,66251.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,4.3,8.24
12315,Kia Seltos,Kia,Seltos,4,4500.0,Dealer,Petrol,Manual,16.1,1353.0,138.0,5.0,17.25,16.10222222222222
12316,Honda Civic,Honda,Civic,14,78000.0,Dealer,Petrol,Automatic,12.9,1799.0,130.0,5.0,2.65,22.735
12317,Maruti Alto,Maruti,Alto,7,27648.0,Trustmark Dealer,CNG,Manual,32.26,998.0,58.3,4.0,3.25,4.112027027027027
12319,Honda WR-V,Honda,WR-V,6,13420.0,Dealer,Petrol,Manual,17.5,1199.0,88.7,5.0,7.85,10.255
12321,Mahindra Scorpio,Mahindra,Scorpio,5,57645.0,Dealer,Diesel,Manual,16.36,2179.0,120.0,7.0,12.5,17.45
12322,Hyundai i20,Hyundai,i20,9,64000.0,Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,4.25,11.415
12323,Tata Harrier,Tata,Harrier,4,18000.0,Dealer,Diesel,Manual,17.0,1956.0,138.1,5.0,15.95,20.875
12324,Honda Jazz,Honda,Jazz,7,32700.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,4.91,9.735
12327,Hyundai Verna,Hyundai,Verna,10,83000.0,Dealer,Diesel,Automatic,19.08,1582.0,126.32,5.0,4.7,15.69
12328,Volkswagen Polo,Volkswagen,Polo,10,69000.0,Dealer,Petrol,Manual,16.47,1198.0,73.9,5.0,4.4,9.18
12329,Honda Amaze,Honda,Amaze,10,38872.0,Dealer,Petrol,Manual,18.6,1199.0,88.76,5.0,3.65,8.52
12331,Hyundai i20,Hyundai,i20,8,52000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,4.7,10.72
12332,Maruti Alto,Maruti,Alto,13,62000.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,1.6,4.112027027027027
12336,Hyundai Santro,Hyundai,Santro,14,66500.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,1.35,6.399390243902439
12338,Maruti Swift Dzire,Maruti,Swift Dzire,8,44000.0,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,4.5,8.24
12340,Hyundai i20,Hyundai,i20,5,30000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,7.31,11.17
12341,Maruti Swift Dzire,Maruti,Swift Dzire,10,77755.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,3.75,8.329472891566265
